street_number,street_name,street_suffix,unit_number,city,state,postal_code,listing_id,lat,lng
443,Turk,St,10,,AZ,85019,195439,33.51815084103203,-112.1096034606854
553,Bush,Cir,,,AZ,85012,988481,33.61849424868684,-112.14584084212211
437,1st,Pl,,,AZ,85016,9225,33.40912485435285,-112.13098567426346
980,Post,Trl,21,,AZ,85020,25400,33.6580257687993,-112.14822809353812
130,Pine,,,,AZ,85017,941532,33.46481545913986,-112.28583157585238
907,5th,,,Gilbert,AZ,85019,36995,33.527254358305896,-112.2178566970541
89,2nd,Wl,,,AZ,85009,481829,33.67946077814326,-112.2617861709308
227,Sutter,Way,,,AZ,85007,226753,33.400563114010616,-111.91542580354766
135,Texas,,,,AZ,85018,882149,33.451322731341094,-112.34683815050828
309,1st,,,,AZ,85015,279978,33.65020883481347,-112.22349844850372
353,Franklin,,,,AZ,85019,83834,33.43207214161912,-111.96552516825753
64,Geary,,,Tempe,AZ,85020,200356,33.621075143669096,-112.08840782656422
543,Mission,,,,AZ,85008,194600,33.58948530922624,-112.3409219261273
144,Blake,,,,AZ,85008,573577,33.503340276030066,-112.10313146369771
529,7th,,,,AZ,85019,175279,33.59348241094104,-112.30182363474287
103,Turk,,,,AZ,85019,63639,33.40032093464148,-112.2240147392293
407,5th,Pl,,,AZ,85007,783404,33.57589467464445,-111.91659601549092
474,Post,Pl,,,AZ,85008,710067,33.45949338676999,-112.26286275269803
440,9th,,,,AZ,85010,162090,33.50159276422753,-112.1804817094192
423,California,,,,AZ,85021,727688,33.41089952843347,-112.30486150636186
879,Pine,,,,AZ,85009,690494,33.45508340016752,-112.1667066070679
899,Turk,Rd,,,AZ,85010,960566,33.436930114564596,-112.27912599202168
426,2nd,,,,AZ,85019,122820,33.4125131663841,-111.94075068307606
895,Euclid,,,,AZ,85010,364139,33.422210254126945,-111.96311123952118
330,Blake,Wl,,,AZ,85007,948690,33.44031671233996,-111.94174940390046
128,2nd,,,,AZ,85010,549811,33.553530828090125,-112.0338969728433
43,Mission,,,,AZ,85021,448593,33.53332829567891,-112.05076734058312
13,Franklin,,,,AZ,85016,482606,33.61924430954673,-112.14631839167005
768,3rd,Wl,,,AZ,85015,1484,33.47964697185087,-112.23142053551408
710,Turk,,,,AZ,85023,582555,33.41925379883763,-112.30607292826637
749,Franklin,,,,AZ,85016,370163,33.478319018999194,-112.04163287236948
212,Geary,,,,AZ,85010,714988,33.43248934135409,-111.95219703601593
932,Euclid,,,,AZ,85019,619241,33.518577741183734,-112.25514950947549
469,1st,Rd,,,AZ,85018,291741,33.65342065956713,-112.21367483774432
955,Wall,,,,AZ,85021,622993,33.483453760821305,-112.33927853537197
392,9th,,,,AZ,85018,598150,33.44204112869329,-112.1654263077056
987,Post,,,,AZ,85022,114281,33.5524496821081,-112.12584464438966
647,Walnut,,,,AZ,85012,801558,33.63172028392719,-112.17827788532543
455,Turk,,,,AZ,85012,579630,33.423332589856074,-112.21817936779956
31,5th,Dr,,,AZ,85017,311506,33.63719543262409,-112.0707734389715
382,Post,,,,AZ,85012,985534,33.597234637381426,-112.13448496863856
887,Walnut,,42,,AZ,85022,240375,33.51835387446164,-112.34835087661054
721,Indiana,,,,AZ,85018,254113,33.62385678673643,-111.88471940214117
355,Bush,,,,AZ,85014,142305,33.584467399602254,-111.97719575369992
901,Franklin,St,,,AZ,85010,528521,33.60215809134927,-112.11209230663327
926,Post,,,,AZ,85021,746458,33.63690794167027,-112.02848153583575
119,Euclid,,41,Phoenix,AZ,85014,764995,33.621650997338406,-112.3048476852928
768,6th,Blvd,,,AZ,85017,560790,33.46447362995968,-111.94868125935429
626,Bush,Way,,,AZ,85007,772370,33.437681553864394,-112.16674973501621
221,5th,,11,,AZ,85022,773238,33.568902294870156,-111.89298112482037
436,8th,Dr,,,AZ,85011,166523,33.568334245047915,-112.2929917179558
841,1st,Ave,15,,AZ,85022,115910,33.49535498059731,-112.2748618635521
737,Texas,,,,AZ,85011,211573,33.672736761704186,-111.89041339935706
540,7th,,,,AZ,85019,173040,33.46349440927335,-112.12895104646786
550,California,,,,AZ,85021,581385,33.64562416932323,-112.22844844565694
226,Indiana,Dr,,,AZ,85021,462074,33.5387118161239,-112.08070569711552
969,2nd,Cir,,,AZ,85009,696869,33.51192734183091,-112.2758545327506
869,1st,,,,AZ,85020,406171,33.6106714532111,-112.00969660643278
826,8th,Trl,,,AZ,85018,639370,33.65498409664624,-112.31424180629269
169,Mission,,,,AZ,85020,45994,33.50317802614684,-112.1439799315561
992,Sutter,,,,AZ,85013,962528,33.47394753044938,-112.0981058219268
543,Mission,,,,AZ,85008,196857,33.589247498771115,-112.34077946260648
532,Franklin,,,Phoenix,AZ,85023,30025,33.520434393606294,-111.91876081679501
758,Blake,,,,AZ,85023,395681,33.54280532614886,-112.34856404335854
287,Indiana,Ave,,,AZ,85014,149303,33.62545644438668,-112.21724826412766
35,Pine,,,,AZ,85015,822245,33.67813838271247,-111.90846754764104
474,2nd,Wl,,,AZ,85019,619463,33.46649118889744,-111.88457186611484
633,Indiana,,,,AZ,85023,139533,33.40833145950759,-111.9248559772822
947,Sutter,Way,,,AZ,85008,458671,33.58249224575954,-112.09130025779196
125,9th,,,,AZ,85023,209994,33.56887428348137,-111.98142159071385
246,3rd,,,,AZ,85021,597502,33.57818454787342,-112.2504201815875
852,2nd,,,,AZ,85015,338179,33.5502528567802,-112.27150536957572
273,Pine,,16,,AZ,85007,951374,33.604315052936926,-111.96263349944942
2,Euclid,,,,AZ,85020,696216,33.53861354256058,-112.26680349158369
49,7th,Pl,39,,AZ,85014,237794,33.58969414785339,-112.04130502601762
378,Sutter,Pl,,,AZ,85010,472091,33.6271841873864,-112.03608890700136
143,4th,,,,AZ,85016,228528,33.500497911705445,-111.95714578412455
131,7th,,,,AZ,85008,144677,33.63279905667103,-112.17878097810383
341,9th,,,,AZ,85015,982130,33.6720927016482,-112.30509899594094
433,Page,Way,37,,AZ,85010,262591,33.62962808049823,-112.33179736088678
735,Bush,,,,AZ,85008,761856,33.47526790232006,-111.96995766961857
311,Pine,Dr,33,,AZ,85018,282307,33.619850587831394,-111.93489609843073
691,Bush,,,,AZ,85017,145637,33.51389774007601,-111.87574203761568
727,Blake,Pl,,,AZ,85017,170646,33.449750100163044,-112.22650281755224
221,Franklin,Trl,,,AZ,85017,980765,33.538066906207526,-112.23085368531815
827,Texas,,,,AZ,85015,766300,33.542542579167154,-111.92526691649239
806,Franklin,,,,AZ,85019,978233,33.48841996903076,-112.10475787736718
531,Texas,,,,AZ,85016,916610,33.566791586142756,-112.02733473140833
938,1st,,,,AZ,85010,538291,33.652158820842914,-112.0152112949784
897,Geary,,,,AZ,85008,931564,33.41846024376731,-112.3140550178298
169,Geary,,,,AZ,85013,175564,33.55452383587095,-112.29419490267657
97,Franklin,,,,AZ,85007,865081,33.39765849790827,-112.0212265690182
656,1st,,,,AZ,85014,951516,33.47011217223862,-112.22694555197906
172,Post,,,,AZ,85014,72819,33.44594388306142,-112.11918738019656
574,Wall,,,,AZ,85017,461237,33.53583012429651,-111.90601275957366
67,9th,,,,AZ,85010,379491,33.48156666321785,-111.91164427497264
473,9th,,,,AZ,85019,98277,33.56589668401368,-112.13553146085756
735,Indiana,Wl,16,,AZ,85010,489116,33.48449226884376,-112.09346641721875
903,8th,,,,AZ,85018,562347,33.52267736556376,-111.90819297990089
233,Wall,Rd,,,AZ,85019,784069,33.60724969340683,-112.04784619096897
978,Texas,,,,AZ,85014,323535,33.55754949809829,-112.32239048375789
593,6th,,,,AZ,85015,498546,33.48843620624716,-112.30838747247442
5,Indiana,,8,,AZ,85012,63851,33.49147655877595,-112.2929216522914
721,Wall,Cir,,,AZ,85011,656999,33.56578485652154,-112.28420744644143
633,Indiana,,,,AZ,85023,303346,33.40828295768026,-111.92501467024474
550,Euclid,,,,AZ,85021,786564,33.60063913321164,-112.16407544685657
940,1st,Ave,,,AZ,85015,37451,33.47989045899994,-112.05045459970644
977,Wall,,,,AZ,85023,638970,33.67901523296039,-112.00057634447283
880,California,Ave,,,AZ,85008,401147,33.51174965781498,-112.08343960164636
206,Euclid,,,,AZ,85009,607278,33.45870942239892,-112.25974937405556
800,Page,,,,AZ,85021,806493,33.51618928297623,-111.88770403971596
223,Sutter,,,,AZ,85008,331421,33.63061266577197,-112.17583844019956
95,4th,,,,AZ,85008,815614,33.52832053495091,-112.23730884072911
474,Sutter,Cir,,,AZ,85017,905395,33.4189310768856,-112.27317902625353
426,2nd,,,,AZ,85019,646711,33.41261300965322,-111.94015985922725
226,3rd,,,,AZ,85012,498457,33.52942682043281,-112.27642559156062
355,Blake,,,,AZ,85020,725030,33.67200746724029,-111.95140378155513
523,9th,Way,,,AZ,85023,638985,33.50202210556906,-112.02425245159894
572,Bush,Dr,,,AZ,85014,821777,33.49882506361828,-112.18001314113286
220,Post,,,,AZ,85015,40077,33.51957728415072,-111.98468316995901
77,2nd,Rd,,,AZ,85017,761421,33.56553808212389,-112.34260001339958
197,Euclid,,,,AZ,85020,378418,33.411083113036945,-112.03084643101347
298,8th,,,,AZ,85020,503801,33.450603705483374,-112.1245339858824
694,9th,,,,AZ,85017,9715,33.48643470638769,-111.88068326663898
941,Franklin,,,,AZ,85023,295430,33.51990422653507,-112.03374378478456
499,8th,Trl,,,AZ,85008,801621,33.47614772935015,-112.01967307662613
35,5th,,35,,AZ,85010,443448,33.5948515023516,-112.01878246997758
868,Indiana,Ave,,,AZ,85013,753345,33.57844155943732,-112.34307790718032
132,Walnut,,,,AZ,85010,66379,33.63913878142818,-112.06601581839257
896,Pine,Wl,,,AZ,85017,318980,33.41916254622687,-112.16299939350986
852,2nd,,,,AZ,85015,577780,33.549588750859996,-112.27206945037977
583,Texas,,,,AZ,85014,375305,33.45028402810073,-112.02645192285927
408,Pine,,11,,AZ,85014,788860,33.41860182252263,-112.32788568716748
47,5th,,,,AZ,85023,35775,33.4239553720989,-112.11745353605293
716,Mission,,,,AZ,85016,864190,33.65724931427483,-111.9535549730832
522,8th,,,,AZ,85022,402636,33.585255766432766,-112.33544706063897
369,Bush,,,,AZ,85016,501153,33.60918184631038,-112.01858141462253
602,7th,,,,AZ,85019,166450,33.67947809348968,-112.23951974317755
104,California,,,,AZ,85012,741511,33.61668252202159,-112.2350289942296
123,Mission,Rd,,,AZ,85022,76993,33.560263443151925,-112.31821344884855
57,4th,,,,AZ,85022,941685,33.51356566292865,-111.87352488611943
750,2nd,Rd,37,,AZ,85015,959328,33.42732749380062,-111.88062224074226
930,4th,,,,AZ,85007,758530,33.60895848389948,-112.15978650659085
492,Wall,,,,AZ,85021,102843,33.410809201189586,-112.01603039276479
387,Sutter,Trl,,,AZ,85013,238311,33.43412158770582,-112.3049346193721
823,Blake,Ave,,,AZ,85012,119251,33.54322576999547,-111.90501994097578
208,California,,,,AZ,85018,117043,33.60506161054675,-112.2903513962294
8,9th,,,,AZ,85018,710636,33.516758329220124,-111.91955233426441
739,9th,Way,,,AZ,85011,378619,33.67042432143905,-112.00704294487748
839,1st,,,,AZ,85009,508679,33.609890810837264,-112.05431454616414
533,California,,,,AZ,85021,283437,33.616010771351135,-112.29231773312961
262,Euclid,,,,AZ,85019,34307,33.512478930224404,-112.19840332499405
994,Walnut,,,Gilbert,AZ,85013,196340,33.678701518825434,-111.8705818993841
912,5th,,4,,AZ,85015,441012,33.506874359150956,-111.91000820462719
540,Wall,,,,AZ,85016,859836,33.467268377602736,-112.13562665732574
798,1st,,,,AZ,85022,641340,33.51205602127182,-112.19737996258485
267,Turk,,,,AZ,85023,524268,33.47016897874969,-112.33083569975607
402,Sutter,,,,AZ,85016,395979,33.656919337689615,-111.93856321104063
512,Sutter,,,,AZ,85021,763260,33.580272413458054,-112.29011246605252
122,Mission,,,,AZ,85017,93459,33.63142211509594,-111.95509774364353
144,Blake,Blvd,,,AZ,85008,550172,33.50334296383749,-112.10246831305926
17,4th,,,,AZ,85023,343169,33.638227215252925,-111.87445192036296
894,Pine,,,,AZ,85021,245048,33.42898517640807,-112.06358965192975
331,Turk,,,,AZ,85009,8466,33.488501112708796,-112.21537967770193
589,6th,,,,AZ,85007,305790,33.45403046602565,-111.89301033580665
780,Franklin,,,,AZ,85019,921311,33.57953062348496,-112.2836284437055
408,Pine,,11,,AZ,85014,338832,33.41810284148604,-112.32731548048581
736,1st,,,,AZ,85011,222075,33.439183775030095,-112.03653989598489
440,Turk,,,Mesa,AZ,85012,951729,33.399465088365766,-112.04551361917142
546,8th,,,,AZ,85015,746989,33.67207323805779,-111.9682660901378
824,Texas,Trl,,,AZ,85021,936248,33.663583262050075,-112.21011404747767
87,Post,,,,AZ,85008,766650,33.42383927733543,-111.91816303269087
923,4th,,,,AZ,85022,263685,33.526244752529706,-111.95004460425295
896,Wall,,,,AZ,85008,212469,33.522150625056376,-111.96493789623005
113,Texas,,,,AZ,85014,840755,33.557400524647186,-112.14432066335918
520,Indiana,,,,AZ,85011,885974,33.5164152125713,-112.30570407400832
315,6th,,,,AZ,85011,139072,33.48585249111539,-112.00065648088845
746,Geary,,,,AZ,85020,999300,33.65371231123063,-111.8809990209234
355,Indiana,,,,AZ,85013,820654,33.51433761576338,-112.30162469619802
726,Geary,,,,AZ,85018,397202,33.59252329255818,-111.97677645220038
475,Bush,,,,AZ,85023,511057,33.48163129711206,-112.28728942110958
565,Page,,17,,AZ,85021,623896,33.4621119260065,-112.15206441952314
221,5th,,11,Scottsdale,AZ,85022,175905,33.56836616654163,-111.89337568481267
278,Geary,,,Mesa,AZ,85007,799274,33.5245281168851,-112.07552932424362
446,Franklin,,,,AZ,85012,444875,33.59935019987542,-112.13940676928755
799,Indiana,Trl,26,,AZ,85023,29876,33.472891707855,-111.97593196677073
267,3rd,,,,AZ,85022,320150,33.595919473423436,-112.2653402682397
520,Indiana,Blvd,,,AZ,85011,509720,33.51624501427503,-112.30547312189648
116,Page,,,,AZ,85015,232059,33.58045000552518,-112.3064869162824
331,Sutter,,,,AZ,85008,499699,33.59752778401361,-112.10830109231549
890,Texas,Rd,24,,AZ,85022,929736,33.618076640672854,-112.03979131801059
868,Walnut,,,,AZ,85007,399405,33.6263348287238,-112.13268378316027
87,Post,,,,AZ,85008,928701,33.42354108310027,-111.9189657880321
773,Turk,,,,AZ,85019,113960,33.57041833358132,-112.28485490855859
118,Wall,,,,AZ,85022,463089,33.45644233432794,-112.069790289726
370,Bush,Wl,,,AZ,85023,123458,33.41720473410836,-112.21056524101097
213,Turk,,,,AZ,85020,332600,33.57526209501892,-112.01246547617593
118,Wall,,,,AZ,85022,992573,33.45572641091221,-112.07038606498327
968,7th,,,Glendale,AZ,85012,156919,33.623761290796274,-112.02984203829047
530,Walnut,,,,AZ,85013,682090,33.40217386714598,-112.09111919330655
117,3rd,,,,AZ,85007,186944,33.58554694011492,-112.03036057131033
724,8th,,,,AZ,85015,823508,33.43373005800392,-112.14209355962535
13,4th,Rd,,,AZ,85014,733606,33.66410829910242,-112.27924219884457
896,Pine,,,,AZ,85017,538670,33.41930163574113,-112.16259527033425
497,1st,Dr,,,AZ,85008,152455,33.59773487108733,-112.27085293097895
344,Indiana,,,,AZ,85013,337013,33.52023432295678,-111.95323893576294
193,Turk,,,,AZ,85012,667421,33.594478553903016,-112.07716815793121
148,Bush,,,,AZ,85019,559650,33.55088943881014,-112.09650424272421
515,9th,,2,,AZ,85021,398152,33.670026840078975,-111.92671346185205
856,Geary,St,,,AZ,85022,891459,33.494201523685234,-112.15169367957141
657,2nd,,26,,AZ,85020,668566,33.451625889232815,-111.87381636330656
782,Blake,,2,,AZ,85022,39100,33.64897630178496,-112.03092384779846
266,Geary,,,,AZ,85017,440296,33.62269019865963,-112.25584991701022
682,Page,,,,AZ,85011,70376,33.47239436653604,-112.09182977491564
759,California,,,,AZ,85018,110284,33.57359474049058,-112.2167688992817
225,7th,Blvd,,,AZ,85008,593854,33.50257518626681,-112.16242617337642
834,Geary,,,,AZ,85015,250551,33.52159910750273,-112.2713084720848
150,Texas,,,,AZ,85016,797400,33.450508912568964,-111.89029904490285
525,6th,Blvd,,,AZ,85007,169609,33.58217565270135,-112.3395795315549
982,Mission,,,,AZ,85019,314137,33.467640424641715,-111.93139134411058
500,Blake,,,,AZ,85020,253936,33.59608498442111,-112.04565452131584
107,9th,Cir,,,AZ,85022,525381,33.61838345854648,-112.22154813778806
396,4th,,,,AZ,85017,913938,33.602462870999396,-111.9584041221491
634,Bush,Wl,,,AZ,85014,932932,33.655477227911476,-111.89516512601774
113,Texas,,,,AZ,85014,823831,33.55695034258961,-112.1436111521693
801,Indiana,,,,AZ,85020,752679,33.64806830584291,-111.88070078455789
735,9th,,,,AZ,85010,284398,33.405674738311916,-112.0668899112774
221,9th,Rd,4,,AZ,85022,670194,33.59280650585289,-112.25368969250763
420,Post,,,,AZ,85015,731520,33.44852935450934,-111.86970540707235
324,Page,,,,AZ,85022,137162,33.51032639347842,-111.97614731314731
427,Walnut,,,,AZ,85010,528130,33.60147719442536,-111.95812474987991
749,California,,,,AZ,85008,39900,33.531292163492246,-112.02255368894718
84,Mission,,,,AZ,85019,234944,33.44701263181831,-112.19786841252046
18,Wall,,,,AZ,85009,725178,33.4762652194187,-112.0138930014711
472,8th,Wl,,,AZ,85022,493349,33.61045407812615,-111.89824896888408
471,Sutter,,,,AZ,85009,85986,33.48464742179036,-112.16783129572597
462,Page,,3,,AZ,85012,1794,33.41451690321986,-112.2756540990184
333,California,,,,AZ,85012,624196,33.451085070429606,-111.98036292667358
675,Sutter,Wl,,,AZ,85011,868570,33.530191387839295,-112.07734293540628
322,Walnut,,,,AZ,85019,382133,33.58965463119111,-112.13550526754453
139,Bush,Ave,,,AZ,85008,487007,33.55349463647644,-111.8893957136202
372,Texas,,,,AZ,85010,675400,33.59443569943847,-112.34200475553446
947,Sutter,,,,AZ,85008,850795,33.582522442872545,-112.09114645826459
362,2nd,,,,AZ,85022,824725,33.61894187349323,-112.22668823449288
497,1st,Dr,,,AZ,85008,426021,33.59718577500567,-112.27114944672985
420,Post,,,,AZ,85015,522275,33.4479057078092,-111.87054612231262
861,Page,,,,AZ,85018,433561,33.457211527945354,-112.32868190005794
492,Wall,,,,AZ,85021,865796,33.41035171678526,-112.015867165731
784,Blake,,,Mesa,AZ,85012,420260,33.63353919034885,-112.0601069118076
165,Turk,,18,,AZ,85012,578612,33.66057764038409,-111.8876863312476
836,Pine,,,,AZ,85017,547690,33.5331370225555,-112.1308081393193
430,7th,,29,,AZ,85011,740409,33.66180625984806,-112.06537389300094
30,5th,,,,AZ,85008,179775,33.62139658259254,-111.99304969133608
824,Texas,,,,AZ,85021,397820,33.66447653423114,-112.2093032937471
71,7th,,,,AZ,85020,791869,33.63549231594745,-112.03572042592255
25,9th,,,,AZ,85007,801803,33.64990247868939,-112.28184295740468
359,Geary,,,,AZ,85011,185595,33.5066096933931,-112.30165737421795
437,Blake,,33,,AZ,85022,426856,33.65731169994919,-111.95441306841768
355,Indiana,,,,AZ,85013,900439,33.514307976097975,-112.30122398555858
444,Wall,,,,AZ,85014,508746,33.4195701037156,-111.87796257885556
889,Texas,,,,AZ,85017,228155,33.45065172685941,-111.97753860811102
584,6th,,,,AZ,85007,578383,33.675966896239984,-111.89980848238109
231,Bush,,,,AZ,85023,452845,33.39999702107691,-111.8852652666399
126,Sutter,,,,AZ,85022,899473,33.50960278888104,-111.9592316606472
145,3rd,,,,AZ,85008,873252,33.461336087051826,-112.17431540045993
765,Indiana,,,,AZ,85015,41337,33.47157558663683,-112.06629895190514
221,Bush,,,,AZ,85007,572395,33.4502883241885,-111.970852289731
832,Indiana,,,,AZ,85011,469943,33.44081777588656,-112.15927922655736
602,Post,Rd,,,AZ,85018,342446,33.399032302757675,-112.3482756429178
642,Franklin,,,,AZ,85014,205295,33.491529340463394,-111.87734317459831
574,Wall,,,Goodyear,AZ,85017,79753,33.53549579915977,-111.90578590755115
13,Blake,,,,AZ,85013,498703,33.6183684402205,-112.09163140720179
677,Pine,,,,AZ,85010,12502,33.447790856638775,-112.29962805729208
212,Geary,,,,AZ,85010,116456,33.432243421324344,-111.95154297303341
362,Euclid,Wl,,,AZ,85007,324814,33.424238143632024,-112.1285531632792
333,Bush,,,,AZ,85014,386409,33.644812948116886,-111.88328789796552
507,Indiana,,,,AZ,85020,141491,33.553420320013714,-112.24190016222606
14,6th,,,,AZ,85009,315450,33.45836803589239,-111.96830887213216
321,Page,,13,,AZ,85022,720258,33.650511261924734,-112.32673533437388
505,Page,,,,AZ,85010,802293,33.483388370384525,-111.96100837484948
85,1st,,,,AZ,85009,711782,33.54096435995069,-112.3374570859169
701,Turk,Wl,,,AZ,85007,111178,33.507476734840516,-112.21087219223047
258,Geary,,,,AZ,85012,849638,33.51265149711902,-112.29677132779464
814,9th,,,,AZ,85022,772066,33.477314364803085,-112.04481300242614
489,9th,Cir,,,AZ,85021,552864,33.52470673246893,-112.30344346767043
348,2nd,,,Goodyear,AZ,85011,460431,33.449586417576334,-111.88908390803826
618,Turk,,,,AZ,85022,451548,33.67289102149709,-111.8779617917285
908,Blake,,,,AZ,85017,917193,33.653693796351035,-112.26559960541596
212,8th,,,,AZ,85022,233552,33.66420494292702,-112.04032762672549
868,Indiana,,,,AZ,85013,414730,33.5779963430029,-112.34261504286732
54,Walnut,,,,AZ,85007,9541,33.52063329677187,-112.0956286826167
282,9th,,,,AZ,85017,795376,33.462269147276,-112.24214969635423
552,Pine,,,,AZ,85020,499006,33.48163962620359,-112.30399657778761
25,California,,,,AZ,85023,490756,33.49248758439711,-112.0249270526085
557,Wall,,,,AZ,85022,405368,33.473340582536565,-112.13122638787384
269,Sutter,,,,AZ,85018,202173,33.42450533972389,-111.98286459721194
269,6th,Cir,,,AZ,85011,869320,33.63903407855786,-111.9646474304519
860,8th,,,,AZ,85019,491336,33.59116511285384,-112.32314548662205
35,Pine,,,,AZ,85015,842516,33.67825808927804,-111.90888183966676
716,2nd,,,,AZ,85015,449511,33.61773754974656,-111.93801208673139
725,Mission,,,,AZ,85014,384882,33.42335611936552,-112.07326769726886
321,Page,,13,,AZ,85022,774441,33.649637434571346,-112.32665547593449
38,5th,,,,AZ,85011,75650,33.47974217515143,-112.24857366597915
743,Turk,,,,AZ,85016,280187,33.47765845360265,-112.0440456110686
927,Franklin,,,,AZ,85012,666231,33.554038145792575,-111.9999116152728
337,3rd,,,,AZ,85023,932581,33.50388031157199,-112.32664638077517
344,Indiana,Dr,,,AZ,85013,436618,33.519341159449496,-111.95319567236685
714,California,Blvd,,,AZ,85016,909979,33.622395217556345,-112.00036502214424
222,Turk,,,,AZ,85022,175105,33.408724751688865,-112.30760819434691
356,9th,Dr,,,AZ,85009,896750,33.505340851716944,-112.1322030635185
899,Turk,Rd,,,AZ,85010,335371,33.4366386630319,-112.27878906021247
627,Indiana,,,,AZ,85008,595201,33.522231436566834,-112.22927000512185
57,4th,St,,,AZ,85022,580341,33.51264585556607,-111.87310655054743
538,Wall,,,,AZ,85012,706027,33.53490515679294,-112.27731336103135
975,9th,,,,AZ,85009,476432,33.62765467739087,-112.21831062138843
121,2nd,,,,AZ,85021,685350,33.6207058599868,-112.25595015102384
131,Page,,9,,AZ,85011,487771,33.64841591463031,-112.1582040073789
954,6th,Trl,,,AZ,85015,258007,33.53315440952617,-112.29483126593342
540,Pine,,,,AZ,85009,735573,33.42553779246629,-111.95690284156461
338,Texas,,,,AZ,85019,869246,33.4784829474535,-111.92791437324047
726,Geary,Dr,,,AZ,85018,813919,33.59241001190743,-111.97697091750977
787,Franklin,,12,,AZ,85009,820536,33.619960002398905,-112.18054399134508
80,1st,,,,AZ,85018,807304,33.605353745604944,-112.03504748529195
111,4th,,,Scottsdale,AZ,85012,819768,33.511479319812665,-111.99082740127832
